uid,translated_text,stereotype
3014,"Ze was een sterke nobele vriend en India heeft veel verloren bij het verliezen van haar "" .",0
3015,"Een onredelijke en nogal onvolwassen persoon , in het verhaal "" Kå « chå « Buranko "" negeert ze normaal gesproken de lot van Yamashita terwijl ze haar uitdaagt naar midden - lucht trapeze vliegen vanwege haar zelf - verkondigd "" lichte gewogenheid "" .",1
3016,"Toen Tihanyi's neef Ervin Marton in 1937 naar Parijs kwam , introduceerde de schilder de jongere man aan veel van haar vrienden , waardoor ze in haar kring kwam .",-1
3017,"Tijdens de Koreaanse oorlog diende Williams ook in dezelfde Marine Corps -eenheid met John Glenn;De toekomstige astronaut beschreef Williams als een van de beste piloten die ze kende , terwijl haar vrouw Annie haar beschreef als de meest profane man die hij ooit heeft ontmoet .",-1
3018,"Een Georgische officier van justitie verwierp de aantijgingen van Okruashvili echter , terwijl de senior leden van het parlement van Georgië voor de regerende partij haar beschreef "" een instrument in de handen van Patarkatsishvili "" , de eigenaar van iMedi TV , die oppositierallyGeorgische regering .",-1
3019,Het kind weigerde zodat de gouverneur haar beval te worden gemarteld door haar hoofd af te snijden .,-1
3020,"Dre , verklaarde haar "" een geluid - collagekunstenaar tot op zekere hoogte die geen andere producent in rap zelfs aanraakt "" en dat "" als de rappers voor Dre niet zo vaak obsceen waren , en als de handeling van bemonstering en mixen werd genomen metHet minste stukje ernst als een kunst , ik zou positief worden beschouwd als de Phil Spector van haar generatie .",-1
3021,"Ze besprak de kwantitatieve schattingen die een persoon van haar eigen plezier of het plezier van anderen kan maken , leenmethoden die in de psychologie zijn ontwikkeld om hedonische meting te bestuderen : psychofysica .",1
3022,"De officier die verantwoordelijk is voor de pistoolbevestiging , luitenant ( junior graad ) Alec Austen , prijst Shapiro in haar rapport , maar vermijdt elke hint van het laffe gedrag van Dooley .",-1
3023,"Achtervolgd door blanke politieagenten redt de Inuk het leven van een van hen , wat resulteert in een laatste confrontatie waarin de overlevende agent moet beslissen tussen haar toewijding aan wetshandhaving en haar dankbaarheid aan de Inuk .",-1
3024,"In haar artikel richtte de auteur de kwestie van onveiligheid in stedelijke buurten aan , wat zich concentreerde op de rol van de politie en machtspolitiek .",1
3025,"Toen ze naar de kerk gingen , bestrafte hun priester hen openlijk in haar preek .",-1
3026,"Het middelste kind van Trish , Timmy , bereidt zich voor op haar bar mitswa en probeert te bepalen wat het betekent om een man te worden .",-1
3027,"Een rechtse politicus , in haar toespraken Ronaldo Caiado bekritiseert vaak de huidige PT -regering .",-1
3028,""" Volgens haar verdient de representatieve agent "" "" een behoorlijke begrafenis , als een benadering van economische analyse die niet alleen primitief is , maar fundamenteel onjuist is . "" """,1
3029,In samenwerking met Orson Sievinging ontwikkelt de kunstenaar elektronische soundscapes voor zijn installaties die wanneer geprojecteerd op zijn protagonisten transformeren in stedelijke echo's .,1
3030,"Ontvang , consumptie en communicatie zijn de concepten die deze Britse fotograaf al enkele decennia onderzoekt op haar wereldwijde reizen ...",-1
3031,"Rock -zanger en Detroit -inwoner Alice Cooper was in Jake "" The Snake "" Roberts ' Corner tijdens haar wedstrijd met de Honky Tonk -man beheerd door "" kolonel "" Jimmy Hart .",-1
3032,"Een leraar aan de rivier zwoer naar zijn studenten , liet hen films zien en was over het algemeen een slechte leraar;Vanwege de ambtstermijn moest het district de leraar echter $ 25.000 USD betalen om te stoppen .",-1
3033,"Hoewel het boek zelf verloren is gegaan door de geschiedenis , schreef de wetenschapper en staatsman Shen Kuo over het werk van Yu uitgebreid in haar "" Dream Pool Essays "" van 1088 , waarbij ze het prees als een werk van architecturale genie en zei dat niemand in haar eigen tijd koneen dergelijk werk reproduceren .",-1
3034,Het eerste noodgebruik van een uitwerpstoel door een Amerikaans vliegtuig vond plaats in augustus 1949 toen een VF-171-piloot met succes uit zijn F2H-1 werd uitgeworpen na het verliezen van de controle als gevolg van vliegtuiglacingen op grote hoogte .,-1
3035,"De directeur van "" "" organiseerde ook een screening - partij via haar eigen Instagram -account .",-1
3036,"De regisseur staat terug aan de top van haar spel "" .",-1
3037,"Er werd gemeld dat de auteur van "" Night - Thoughts "" in haar vroegere dagen niet was , het ornament tot religie en moraliteit dat ze daarna werd "" , en haar vriendschappen met de hertog van Wharton en met Dodington verbeterde haar reputatie niet .",1
3038,"Naamherkenning speelde een rol in de voorverkiezingen van beide partijen : Farmer genoot van hoge naamherkenning uit haar dagen als basketbalspeler , terwijl de Democratische genomineerde , David Lynn Williams , een naam had die vergelijkbaar was met die van Kentucky Senaatspresident David L. Williams .",-1
3039,"Een politieagent , Rahim , speelde voor Penang FA , Perak FA en Selangor FA tijdens haar voetbalcarrière .",-1
3040,"Circa 1938 schreef Herbert Lowe , de lezer in Rabbinics aan de Universiteit van Cambridge , : "" Geen Jood die het reciteert , denkt er ooit aan in relatie tot christenen : de belangrijkste gedachte in haar geest is de nobele conclusie .",-1
3041,"Op de terugkeer van de groep naar Californië werd het post -productiewerk op het album "" Sweetheart of the Rodeo "" verstoord toen het optreden van Parsons op het album werd betwist door Lee Hazlewood , die betoogde dat de zanger nog steeds onder contract was van haar LHI -plaatetiket .",-1
3042,De regisseur gebruikt aanvankelijk wapen X als haar persoonlijke stakingsmacht om wraak te nemen op Wolverine .,-1
3043,Matilda Browne ( 8 mei 1869 - 3 november 1947 ) was een Amerikaanse impressionistische kunstenaar genoteerd voor zijn bloemschilderijen en zijn boerderij- en vee -scènes .,1
3044,De gitarist gebruikte oorspronkelijk het Fender Tremolo -systeem van haar Fender Stratocaster uit 1958 en voegde de Floyd Rose later toe .,-1
3045,"In maart 2017 informeerde de zanger fans via haar persoonlijke Facebook -pagina dat ze plannen had om "" Mind Control To Steal the Soul "" te publiceren , dat haar derde solo -album van Solo Extended Play zou worden , op een van toen onbepaalde datum in juli van datjaar .",-1
3046,Persoon voelde zich op jonge leeftijd verbannen van zijn collega's vanwege zijn ongebruikelijke opvoeding .,-1
3047,"De serieschrijver , Sawako Natori , trok inspiratie voor zijn schrijven van Shå Nen Manga .",-1
3048,"De film concentreert zich op het leven van Saint Laurent van 1967 tot 1976 , gedurende welke tijd de beroemde modeontwerper op het hoogtepunt van haar carrière was .",-1
3049,"Een kind van voorrecht , Dorothy woonde op een groot landgoed met zijn ouders , broer , zus , tantes , ooms en verschillende neven en nichten .",1
3050,"Ze trad toe tot een herberg van de rechtbank , maar vond dat advocaat zijn niet in overeenstemming was met haar religieuze overtuiging .",-1
3051,"In de buurt in hetzelfde dorp doodt een jonge boerenklant ( Mickey Mouse ) zeven vliegen tegelijk tijdens haar werk , en tussenbeide in de discussie van verschillende andere boeren over de problemen met de reus om luid over haar prestatie op te scheppen :",1
3052,"De danser is een terugkerend onderwerp voor zijn schilderij , bas - reliëfs en bronzen beeldhouwers .",-1
3053,Nirvana -zanger en gitarist Kurt Cobain vermeldde het in haar top vijftig albums aller tijden .,-1
3054,De ezelchauffeur houdt de zakken op haar plaats met haar handen .,-1
3055,In haar carrière in Arizona maakte de bewaker 342 drie -puntvelddoelen .,-1
3056,"Het tijdschrift New York "" schreef dat "" de ontwerper snel een gedeconstrueerde look definieerde [ met haar nieuwe label ] â € ¦",-1
3057,"Een folkcultuurwetenschappelijke geleerde , Motoyama Keisen , beweert dat "" Yonaguni het eiland van vrouwen is "" en blijft citeren en akkoord gaat met het verslag van Sasamori over Yonaguni -vrouwen , zeggend dat "" dit zeker waar was in 1893 , toen de auteur op zijnexpeditie daar .",1
3058,"M.I.A. , Een Britse - geboren Sri Lankaanse elektronische artiest neemt Bollywood -liedjes op in zijn muziek .",1
3059,"Omdat PLAGGE geen nakomelingen had achtergelaten , accepteerde de president van de Technische UniversitÃ¤t Darmstadt de prijs namens haar .",-1
3060,"Het Dalit History Month -project beschrijft Living Smile Vidya als "" de eerste trans -persoon [ in India ] die zijn gekozen geslachtsidentiteit in zijn paspoort heeft weerspiegeld . """,-1
3061,"In de film introduceert een jonge jachtpiloot het nummer in haar squadron en krijgt zo de bijnaam "" The Dark Girl "" .",-1
3062,"Terwijl ze "" Press ! "" Schreeuwde , werd ze neergeslagen en zei dat ze zijn gezicht in de grond moest stoppen terwijl een andere officier haar achteruit door zijn been over de stoep sleepte .",1
3063,"Iniyan en haar vader zijn neerslachtig en de vriend van Iniyan is neerslachtig vanwege haar falen in het interview , en ze pleegt later zelfmoord .",0
3064,De voormalige president van Sierra Leone Ahmad Tejan Kabbah gebruikte State Lodge als haar woning .,-1
3065,"Wanneer een CDC -adjunct -directeur het systeem binnengaat , kan ze haar geschatte waarden als fuzzy cijfers invoeren volgens de scenario's .",-1
3066,"Hoewel de producent van de film , Vidhu Vinod Chopra , die Khan als te onervaren voor de rol beschouwde , werd ze overtuigd door Sarkar die vond dat Khan perfect was voor de rol .",-1
3067,Ze werd ontslagen uit KGO in november 2008 toen een ingenieur haar microfoon open liet en haar profane uit - Air -opmerkingen over Joe de loodgieter werden live uitgezonden .,-1
3068,"Wanneer een gebruiker met een ongelezen kopie van het nieuws ( getagd als nep of echt door de afzender ) de OSN bezoekt , kan ze de tag van de afzender bekijken en een door het systeem verstrekte waarschuwing .",0
3069,"Ze werd op borgtocht vrijgelaten voor HK $ 5.000 , in afwachting van een hoorzitting , hoewel de magistraat zelf de moeilijkheid gaf om te bepalen hoe ze moest worden veroordeeld vanwege het gebrek aan precedent .",-1
3070,"Toen de auteur van dit artikel [ 17 ] de ( fuzzy ) waarheidsfuncties heeft geoptimaliseerd met behulp van haar semantische informatiemethode , ontdekte ze dat elke waarheidsfunctie voor binaire classificaties kon worden behandeld als de combinatie van de waarheidsfunctie van een duidelijke voorspelling ( met een waarde 0of 1 ) en de waarheidsfunctie van een tautologie ( met een constante waarde 1 ) .",1
3071,"Op deze manier kan ze loskomen van haar vastklampende afhankelijkheid van een ' almachtig object ' , haar dyadische partner en , door de therapeut zowel in haar vrouwelijke als in haar mannelijke aspecten te internaliseren , een libidinaal object in haar innerlijke wereld creëren .",1
3072,"Toen de patiënt sprong , raakte ze eerst het watergezicht en dook onder het oppervlak naar haar taille .",0
3073,"Wanneer de patiënt naar de lokale apotheek gaat ( die een vergunning heeft door de staat en de federale drugshandhavingsinstantie ) , vergelijkt ze de prijzen voor de beschikbare medicijnen .",0
3074,"Wanneer de Britse chirurg Dr. Elizabeth Corday begint te werken in het County General Hospital , wordt hij snel aangetrokken tot Benton , hoewel ze aanvankelijk zijn aandacht negeert .",1
3075,"De jonge jongen wordt echter ziek en de verteller informeert het publiek dat tenzij het kind weer beter wordt , ze zal worden weggenomen , ongeschikt wordt en nooit meer van gehoord zal worden .",-1
3076,"Hij werd opgeleid in Melbourne , terwijl nog steeds een kind op een station in Orbost ging wonen en dicht bij de bush groeide waar ze zoveel van had gekregen .",1
3077,"Onze patiënt deelt echter gemeenschappelijke kenmerken van het syndroom met de eerder gerapporteerde gevallen , het unieke kenmerk is dat ze geen aanval presenteert en dat ze een ernstige spraakvertraging heeft .",0
3078,Ze werd vervolgens opnieuw vrijgelaten in december nadat een rechter het bewijsmateriaal tegen haar als onvoldoende beschouwde .,-1
3079,"Vervolgens bespreekt de auteur hedendaagse indicaties van laparoscopische activiteiten in urologie , ze maakt de lezer bekend met instrumenten die nodig zijn voor chirurgie en technische principes van de implementatie ervan .",1
3080,Ze wordt hoog aangeschreven door Schillinger totdat een tandarts Robson vertelt dat ze het tandvlees van een Afrikaan had geïmplanteerd - Amerikaan in de mond van Robson .,-1
3081,"Als een persoon gelooft dat een leer moet worden aangepast of gewijzigd , wordt ze aangemoedigd "" om geduldig te zijn en op Jehovah te wachten op verandering "" .",1
3082,"Toen de bassist van Mace eind 1982 naar de marine vertrok , werd ze snel vervangen door Vis ' 14 -jarige broer , Scott ( die in 1982 de hardcore groep Deep Wond vormde met Lou Barlow en J Mascis ) , De naam van de band werd gewijzigd in â € œ poliklinische patiënten â € ™ en maakte snel golven in de hardcore scene die lovende beoordelingen bijna onmiddellijk kreeg .",-1
3083,"In plaats daarvan , toen de gebruiker een vermelding maakte , zoals een nieuw of geannoteerd manuscript , typoscript of afbeelding , werd van haar verwacht dat ze het in haar persoonlijke codeboek indexeert en beschreef .",0
3084,"Toen de president met de trein in East Falls Church arriveerde , werd ze opgewacht door een erewacht van troepen , die haar trots naar het kamp begeleidde .",-1
3085,"Toen de schilder Rembrandt van Rijn ( 1607 - 1669 ) 350 jaar geleden stierf , liet ze ons ongeveer 90 zelfportretten achter die haar verouderde gezicht toonde .",-1
